id,country,family,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,foundation_date,dissolution_date,data_source,description,comment,data_json
1659,1,12,etc,others,others,others,,,,,,,,null
1660,34,26,Tehiya,Revival,Tehiya,Tehiya,תחיה‎,http://en.wikipedia.org/wiki/Tehiya,1979-07-17,,,,,
1661,26,14,PdCI,Party of the Italian Communists,Partito dei Comunisti Italiani,Partito dei Comunisti Italiani,,http://en.wikipedia.org/wiki/Party_of_Italian_Communists,1998-10-11,,,,,
1666,55,26,V,Unity,Vienotība,Vienotiba,,http://en.wikipedia.org/wiki/Unity_%28Latvia%29,2011-08-06,,,,,
1667,55,26,PLL,For a Good Latvia,Par Labu Latviju!,Par Labu Latviju!,,http://en.wikipedia.org/wiki/For_a_Good_Latvia,2010-04-22,,,,,
1671,74,26,LP,Libertas Poland,Libertas Polska,Libertas Polska,,http://en.wikipedia.org/wiki/Libertas_Poland,2007-07-01,,,New party formed in 2007.,,
1678,74,3,NKWW,National Voters Committee,Narodowy Komitet Wyborczy Wyborców,Narodowy Komitet Wyborczy Wyborcow,,http://pl.wikipedia.org/wiki/Narodowy_Komitet_Wyborczy_Wyborc%C3%B3w,2004-02-08,,pkw,New party formed on 8 Februar 2004.,,
1679,74,26,PjN,Poland is the Most Important,Polska jest Najważniejsza,Polska jest Najwazniejsza,,http://en.wikipedia.org/wiki/Poland_is_the_Most_Important,2010-11-16,,pr,,,
1680,74,26,IdP,Initiative for Poland,Inicjatywa dla Polski,Inicjatywa dla Polski,,http://pl.wikipedia.org/wiki/Inicjatywa_dla_Polski,2003-06-14,,pkw,Party formed on 14 June 2003.,,
1691,74,6,PPG,Polish Economic Program [Large Beer],Polski Program Gospodarczy [Duże Piwo],Polski Program Gospodarczy [Duze Piwo],,http://en.wikipedia.org/wiki/Polish_Beer-Lovers%27_Party,1990-12-28,,,New party formed in 1990.,,
1701,54,26,GDP,All-German Party,Gesamtdeutsche Partei,Gesamtdeutsche Partei,,http://de.wikipedia.org/wiki/Gesamtdeutsche_Partei,1961-04-15,,phb,Merger of GB/BHE and DP that formed on 15/16 April 1961 but dissolved quickly after an unsuccessful 1961 election campaign.,,
1702,26,26,PDIUM,Italian Democratic Party of Monarchist Unity,Partito Democratico Italiano di Unità Monarchica,Partito Democratico Italiano di Unita Monarchica,,http://en.wikipedia.org/wiki/Italian_Democratic_Party_of_Monarchist_Unity,1959-04-11,,,,,
1710,74,3,RdR,Movement for the Republic,Ruch dla Rzeczypospolitej,Ruch dla Rzeczypospolitej,,http://pl.wikipedia.org/wiki/Ruch_dla_Rzeczypospolitej,1992-07-01,,,,,
1712,74,3,NCD-BdP,National Christian Democratic -- Block for Poland,Narodowo Chrześcijańsko Demokratyczny – Blok dla Polski,Narodowo Chrzescijansko Demokratyczny -- Blok dla Polski,,http://pl.wikipedia.org/wiki/Blok_dla_Polski,1997-04-23,,pkw,New party formed on 23 April 1997.,,
1718,54,14,Fr,Peace alliance,Friedensliste,Friedensliste,,http://de.wikipedia.org/wiki/Friedensliste,1984-07-01,,,,,
1720,54,40,BFB,Confederation of free citizens -- Offensive for Germany,Bund freier Bürger – Offensive für Deutschland,Bund freier Buerger -- Offensive fuer Deutschland,,http://de.wikipedia.org/wiki/Bund_freier_B%C3%BCrger,1994-01-21,2000-08-15,,Party formed on 21 January 1994. ,,
1722,5,26,JDP,Japan Democratic Party,Nihon Minshutō,Nihon Minshuto,日本民主党,http://en.wikipedia.org/wiki/Japan_Democratic_Party_%281954%29,1954-11-24,,nyt,,,
1723,5,14,LWSP,Left Wing Socialist Party,Saha Shakai Tô,Saha Shakai To,社会党左派,http://en.wikipedia.org/wiki/Leftist_Socialist_Party_of_Japan,1948-07-01,,,,,
1724,5,11,RWSP,Right Wing Socialist Party,Uha Shakai Tô,Uha Shakai To,社会党右派,http://en.wikipedia.org/wiki/Rightist_Socialist_Party_of_Japan,1948-07-01,,,,,
1726,5,26,JLP,Japan Liberal Party,Nihon Jiyūtō,Nihon Jiyuto,日本自由党,"http://en.wikipedia.org/wiki/Liberal_Party_%28Japan,_1945%29",1945-11-09,,,,,
1727,54,3,CDU+CSU,Christian Democratic Union / Christian Social Union,Christlich Demokratische Union / Christlich Soziale Union,Christlich Demokratische Union / Christlich Soziale Union,,http://en.wikipedia.org/wiki/CDU/CSU,,,,Electoral alliance and joint parliamentary group ('Fraktionsgemeinschaft'). The parties run independently in elections but do not compete at the state level. The CSU runs only in Bavaria and the CDU in all other German states.,,
1733,5,6,NCoP,National Cooperative Party,Kokumin Kyôdô Tô,Kokumin Kyodo To,国民協同党,http://ja.wikipedia.org/wiki/%E5%9B%BD%E6%B0%91%E5%8D%94%E5%90%8C%E5%85%9A,1945-12-18,,,,,
1734,5,26,DP,Democratic Party,Minshutō,Minshuto,民主党,http://en.wikipedia.org/wiki/Democratic_Party_%281947%29,1945-11-16,,,,,
1735,51,28,KEP,Free Citizens Movement,K.E.P,K.E.P,,,,,cy-gov,,,"{""information_needed"": ""party origin""}"
1736,5,14,LFP,Labour Farmer Party,Rōdōnōmintō,Rodonominto,労働者農民党,http://ja.wikipedia.org/wiki/%E5%8A%B4%E5%83%8D%E8%80%85%E8%BE%B2%E6%B0%91%E5%85%9A,1948-12-02,,,,,
1737,5,14,SRP,Social Reform Party,Yakaikakushintou zu,Yakaikakushintou zu,革新 党,http://ja.wikipedia.org/wiki/%E7%A4%BE%E4%BC%9A%E9%9D%A9%E6%96%B0%E5%85%9A,1948-03-01,,,,,
1738,5,11,CoP,Cooperative Party,Kyoudoutou,Kyoudoutou,協同党,http://ja.wikipedia.org/wiki/%E5%8D%94%E5%90%8C%E5%85%9A,1952-07-01,,,,,
1739,59,19,ALO,Alternative List Austria,Alternative Liste Österreichs,Alternative Liste Oesterreichs,,http://de.wikipedia.org/wiki/Alternative_Liste_%C3%96sterreichs,1982-03-21,,,New party formed on 21 March 1982.,Party run as Green Alternatives-Democratic List (GAL) in 1986 election winning only 0.1% vote share.,
1740,59,19,VGO,United Greens Austria,Vereinte Grüne Österreichs,Vereinte Gruene Oesterreichs,,http://de.wikipedia.org/wiki/Vereinte_Gr%C3%BCne_%C3%96sterreichs,1982-07-01,,,New party formed in 1982.,,
1743,59,40,DFP,Democratic Progressive Party,Demokratische Fortschrittliche Partei,Demokratische Fortschrittliche Partei,,https://en.wikipedia.org/wiki/Democratic_Progressive_Party_(Austria),,,,,"""one-person protest movement"", ""populist program"", ""employed ultranationalist (and even anti-Semitic) appeals"" (McHale 1983, 35)",
1744,59,16,Nein,No -- Citizens' Initiative against EU membership,Nein – Bürgerinitiative gegen die EU Mitgliedschaft,Nein -- Buergerinitiative gegen die EU Mitgliedschaft,,,,,,,,"{""information_needed"": ""party origin""}"
1745,59,16,DU,The Independents -- Lugner's List,Die Unabhängigen – Liste Lugner,Die Unabhaengigen -- Liste Lugner,,http://en.wikipedia.org/wiki/The_Independents_%28Austria%29,1998-07-01,,,New party formed in 1998. ,,
1746,59,11,Fritz,The Citizens' Forum Austria,Bürgerforum Österreich – Liste Fritz Dinkhauser,Buergerforum Oesterreich -- Liste Fritz Dinkhauser,,http://en.wikipedia.org/wiki/Citizens'_Forum_Austria,2008-07-01,,,New party formed in 2008. ,,
1750,59,16,N,Citizens' Initiative for the retention of neutrality,Die Neutralen – Bürgerinitiative,Die Neutralen -- Buergerinitiative,,,,,,,,"{""information_needed"": ""party origin""}"
1752,59,3,CSA,Christian Social Alliance (Karl Habsburg List),Christlich Soziale Allianz (Liste Karl Habsburg),Christlich Soziale Allianz (Liste Karl Habsburg),,https://en.wikipedia.org/wiki/Karl_von_Habsburg,,,,,,
1755,5,26,LP(H),Liberal Party (Hatoyama),Nihon Jiyūtō (Hatoyama),Nihon Jiyuto (Hatoyama),日本自由党,,1953-03-15,,nyt,Liberal Party (Nihon Jiyūtō) was formed on 15 March 1953 by Ichirō Hatoyama.,,
1758,74,26,ZChN,Christian National Union,Zjednoczenie Chrześcijańsko-Narodowe,Zjednoczenie Chrzescijansko-Narodowe,,http://en.wikipedia.org/wiki/Christian_National_Union,1989-09-15,,,New party formed on 15 September 1989.,,
1759,1,26,OLaNO,Ordinary People and Independent,Obyčajní ľudia a nezávislé osobnosti,Obycajni ludia a nezavisle osobnosti,,http://en.wikipedia.org/wiki/Ordinary_People_%28Slovakia%29,2011-10-28,,,New party formed on 28 October 2011.,,
1760,33,6,AP,Australia Party,Australia Party,Australia Party,,http://en.wikipedia.org/wiki/Australia_Party,1969-07-01,,,Party formed in 1969 as split from Liberal Party of Australia (LPA).,,
1761,11,19,VP,Values Party,Values Party,Values Party,,http://en.wikipedia.org/wiki/Values_Party,1972-05-01,,,New party formed in May 1972. ,,
1768,51,40,ELAM,National Popular Front,Ethniko Laiko Metopo,Ethniko Laiko Metopo,Εθνικό Λαϊκό Μέτωπο,http://en.wikipedia.org/wiki/ELAM_%28Cyprus%29,2008-07-01,,,Party formed in 2008. It existed previously as Golden Dawn Cyprus Branch.,No party name change coded due to lack of information about foundation date of Golden Dawn Cyprus Branch and because election results are only included after 2008 in ParlGov.,"{""new_party"": false}"
1771,8,26,S+G+R,Reformatory Political Federation / Reformed Political League / Political Reformed Party,Staatkundig Gereformeerde Partij / Gereformeerd Politiek Verbond / Reformatorische Politieke Federatie,Staatkundig Gereformeerde Partij / Gereformeerd Politiek Verbond / Reformatorische Politieke Federatie,,,,,,,,
1772,63,14,Ref,Reformists,Reformadores,Reformadores,,,,,mackie,"""A group formed by two former leading members of the Socialist Party, political notables who failed to establish themselves as an organised political party."" (Mackie and Rose 1991, 379).",,
1773,9,14,SF,Socialist People's Party,Sosialistisk Folkeparti,Sosialistisk Folkeparti,,http://en.wikipedia.org/wiki/Socialist_People%27s_Party_%28Norway%29,1961-04-01,,snl,Party formed in April 1961 as split from Labour Party (DNA) in opposition to the party's pro-NATO position.,,
1776,51,40,PAME,Pancypriot Militant Front,Pankyprio Agonistiko Metopo,Pankyprio Agonistiko Metopo,Παγκύπριο Αγωνιστικό Μέτωπο,,,,,,,"{""information_needed"": ""party origin""}"
1777,51,6,EnKe,Union Centre,Enosi Kentrou,Enosi Kentrou,Ένωση Κέντρου,,1981-07-01,,eed,New party formed in 1981. ,,
1778,51,28,NEDEPA,New Democratic Front,Nea Demokratiki Parataxi,Nea Demokratiki Parataxi,Νέα Δημοκρατική Παράταξη,,,,,,,"{""information_needed"": ""party origin""}"
1779,51,14,ADISOK,Democratic Socialist Renewal Movement,Anorthotiko Dimokratiko Sosialistiko Kinima,Anorthotiko Dimokratiko Sosialistiko Kinima,,,1990-02-01,,reuters,,,
1781,63,19,PAN,Party for Animals and Nature,Partido pelos Animais e pela Natureza,Partido pelos Animais e pela Natureza,,http://pt.wikipedia.org/wiki/Partido_pelos_Animais_e_pela_Natureza,2009-05-22,,,New party formed on 22 May 2009. ,,
1782,15,16,LLL,Lithuanian Liberty League,Lietuvos laisvės lyga,Lietuvos laisves lyga,,http://en.wikipedia.org/wiki/Lithuanian_Liberty_League,1995-11-01,,,New party formed after independence in 1990 and registered as a political party in November 1995.,,
1783,15,28,TPJ,National Progress Movement,Tautos pazangos judejimas,Tautos pazangos judejimas,,,,,,,,"{""information_needed"": ""party origin""}"
1790,27,14,PSP,People's Socialist Party,Partido Socialista Popular,Partido Socialista Popular,,http://en.wikipedia.org/wiki/Popular_Socialist_Party_%28Spain%29,,,,,,
1792,75,16,EPL,Estonian Pensioners' Union,Eesti Pensionaride Liit,Eesti Pensionaride Liit,,,,,,,,
1794,75,40,TEE,Future Estonia | Independence,Tuleviku Eesti | Iseseisvuspartei,Tuleviku Eesti | Iseseisvuspartei,,http://en.wikipedia.org/wiki/Estonian_Independence_Party,1993-08-19,,buga,New party formed on 19 August 1993 and registered on 4 November.,,
1796,75,2,ETE,Estonian Farmers Party,Eesti Talurahva Erakond,Eesti Talurahva Erakond,,https://et.wikipedia.org/wiki/Eesti_Talurahva_Erakond,1994-11-05,,,"New party formed on 5 November 1994 and registered on 30 November (Bugajski 2002, 69).
Joined People's Party (R) in May 1998.",,
1804,37,14,PBPA,People Before Profit Alliance,People Before Profit Alliance,People Before Profit Alliance,,http://en.wikipedia.org/wiki/People_Before_Profit_Alliance,2005-10-01,,,Party formed in October 2005. ,,"{""new_party"": false}"
1806,35,16,SJ,Sarajevo List,Sarajevolistan,Sarajevolistan,,http://en.wikipedia.org/wiki/Sarajevo_List,1995-07-01,,,New party formed in 1995 for the EP election.,,
1812,5,12,vac,vacancy,vacancy,vacancy,,,,,,,,
1816,34,40,YB,Israel Our Home,Yisrael Beiteinu,Yisrael Beiteinu,שרא,http://en.wikipedia.org/wiki/Yisrael_Beiteinu,1999-07-01,,,Party formed in 1999 as a split from Likud (L) by Avigdor Liebermann. ,,
1821,34,16,HDM,United Religious Front,Hazit Datit Meuhedet,Hazit Datit Meuhedet,חזית דתית מאוחדת‎,http://en.wikipedia.org/wiki/United_Religious_Front,,,,,,
1822,34,6,MP,Progressive Party,Miflaga Progresivit,Miflaga Progresivit,מפלגה פרוגרסיבית‎,http://en.wikipedia.org/wiki/Progressive_Party_%28Israel%29,,1965-05-25,,,,
1824,34,16,RDN,Democratic List of Nazareth,Reshima Demokratit shel Natzrat,Reshima Demokratit shel Natzrat,רשימה דמוקרטית של נצרת,http://en.wikipedia.org/wiki/Democratic_List_of_Nazareth,,,,,,
1827,34,16,HHT,Yemenite Association,Hitahdut HaTeimanim,Hitahdut HaTeimanim,התאחדות התימנים‎,http://en.wikipedia.org/wiki/Yemenite_Association,1923-07-01,,,New party formed in 1923.,,
1828,34,16,HaMi,Mizrachi Workers,Hapoel HaMizrachi,Hapoel HaMizrachi,הפועל המזרחי‎,http://en.wikipedia.org/wiki/Hapoel_HaMizrachi,,,,,,
1829,34,16,RDAY,Democratic List for Israeli Arabs,Reshima Demokratit LeAravei Yisrael,Reshima Demokratit LeAravei Yisrael,القائمة الديموقراطية لعرب إسرائيل‎ – רשימה דמוקרטית לערביי ישראל‎,http://en.wikipedia.org/wiki/Democratic_List_for_Israeli_Arabs,1951-07-01,,,New party formed for 1951 election.,,"{""party_type"": ""arab_list""}"
1831,34,26,SVM,Sephardim and Oriental Communities,Sfaradim VeEdot Mizrah,Sfaradim VeEdot Mizrah,ספרדים ועדות מזרח‎,http://en.wikipedia.org/wiki/Sephardim_and_Oriental_Communities,,,,,,
1832,34,16,PAY,Agudat Israel Workers,Poalei Agudat Yisrael,Poalei Agudat Yisrael,פועלי אגודת ישראל‎,https://en.wikipedia.org/wiki/Poalei_Agudat_Yisrael,,,‎,,,
1833,34,16,Mizrahi,Spiritual Centre,HaMizrahi – Merkaz Ruhani,HaMizrahi -- Merkaz Ruhani,המזרחי‎,http://en.wikipedia.org/wiki/Mizrachi_%28political_party%29,,,,,,"{""party_type"": ""arab_list""}"
1834,34,16,KiVe,Progress and Work,Kidma Ve'avoda,Kidma Ve'avoda,קידמה ועבודה‎ – الزراعة والتطوير‎,http://en.wikipedia.org/wiki/Progress_and_Work,1951-07-01,,,New party formed for 1951 election.,,"{""party_type"": ""arab_list""}"
1835,34,16,HU,Agriculture and Development,Hakla'ut Ufituah,Hakla'ut Ufituah,"زراعة وتطوير‎, – חקלאות ופיתוח‎",http://en.wikipedia.org/wiki/Agriculture_and_Development,1950-07-01,1961-07-01,,New party (organisation) formed for 1951 election.,,"{""party_type"": ""arab_list""}"
1837,34,16,HDT,Religious Torah Front,Hazit Datit Toratit,Hazit Datit Toratit,חזית דתית תורתית‎,http://en.wikipedia.org/wiki/Religious_Torah_Front,1955-07-01,,,Electoral alliance formed for 1955 election.,,
1838,34,16,KP,Progress and Development,Kidma vePituah,Kidma vePituah,تقدم وتطور‎ – קידמה ופיתוח‎,http://en.wikipedia.org/wiki/Progress_and_Development,1959-07-01,1977-03-08,,New party formed for the 1959 election.,,"{""party_type"": ""arab_list""}"
1839,34,16,SV,Cooperation and Brotherhood,Shituf VeAhvah,Shituf VeAahvah,مشاركة وأخوة‎ – שיתוף ואחווה‎,http://en.wikipedia.org/wiki/Cooperation_and_Brotherhood,1959-07-01,,,New party formed for 1959 election.,,"{""party_type"": ""arab_list""}"
1841,34,26,RM,National List,Reshima Mamlakhtit,Reshima Mamlakhtit, (Hebrew: רשימה ממלכתית‎,http://en.wikipedia.org/wiki/National_List,,,,,,
1845,34,40,FS,Flatto-Sharon,Flatto-Sharon,Flatto-Sharon,,http://en.wikipedia.org/wiki/Development_and_Peace_%28political_party%29,1976-07-01,,,New party formed for 1977 election.,,
1846,34,16,Raam,United Arab List,al-Qā'ima al-'Arabiyya al-Muwaḥḥada,al-Qa'ima al-'Arabiyya al-Muwahhada,القائمة العربية الموحدة‎,http://en.wikipedia.org/wiki/United_Arab_List,,,,Party formed in the 1970s.,,
1850,34,6,Shinui,Change,Shinui,Shinui,שִׁינּוּי,http://en.wikipedia.org/wiki/Shinui,1974-07-01,,,New party formed in 1974.,,
1862,34,26,G-96,Bridge -- 1996,Gesher – 1996,Gesher -- 1996,גֶּשֶׁר,http://en.wikipedia.org/wiki/Gesher_%28political_party%29,1996-03-11,2007-07-01,,,,
1863,34,6,MiHa,Centre Party,Mifleget Hamerkaz,Mifleget Hamerkaz,מִפְלֶגֶת הַמֶרְכָּז,http://en.wikipedia.org/wiki/Centre_Party_%28Israel%29,1999-02-23,2003-07-01,,,,
1867,34,11,Meimad,Meimad,Medina Yehudit Medina Demokratit,Medina Yehudit Medina Demokratit,"מדינה יהודית, מדינה דמוקרטית‎",http://en.wikipedia.org/wiki/Meimad,1999-07-01,,,New party formed in 1999 based on Meimad movement founded in 1988.,,
1870,34,6,Kadima,Forward,Kadima,Kadima,קדימה‎,http://en.wikipedia.org/wiki/Kadima,2005-11-24,,,,,
1873,34,16,Gil,Pensioners of Israel,Gimla'ey Israel,Gimla'ey Israel,גימלאי ישראל‎,http://en.wikipedia.org/wiki/Dor_(political_party),1996-07-01,,,New party formed for 1996 election.,,
1889,34,6,MeHo,Free Centre,HaMerkaz HaHofshi,HaMerkaz HaHofshi,המרכז החופשי‎,http://en.wikipedia.org/wiki/Free_Centre,1967-03-29,,,,,
1891,21,14,IA,Community of the People,Inuit Ataqatigiit,Inuit Ataqatigiit,,http://en.wikipedia.org/wiki/Inuit_Ataqatigiit,1976-07-01,,,New party formed in 1976.,,
1892,21,26,Sbf,Union Party (Faroe Islands),Sambandsflokkurin,Sambandsflokkurin,,http://en.wikipedia.org/wiki/Union_Party_%28Faroe_Islands%29,1906-07-01,,,New party formed in 1906.,,
1894,21,11,Jf,Social Democratic Party (Faroe Islands),Javnaðarflokkurin,Javnadarflokkurin,,http://en.wikipedia.org/wiki/Javna%C3%B0arflokkurin,1925-09-25,,,New party formed on 25 September 1925. ,,
1897,33,28,SPA,Services Party of Australia,Services Party of Australia,Services Party of Australia,,http://en.wikipedia.org/wiki/Services_Party_of_Australia,,,,,,"{""information_needed"": ""party origin""}"
1898,33,26,PP,Protectionist Party,Protectionist Party,Protectionist Party,,http://en.wikipedia.org/wiki/Protectionist_Party,1889-07-01,1909-07-01,,,,
1903,33,26,I-Nat,Independent Nationalist,Independent Nationalist,Independent Nationalist,,,,,,,,"{""information_needed"": ""party origin""}"
1904,33,6,EC-SA,Emergency Committee (SA),Emergency Committee (SA),Emergency Committee (SA),,http://en.wikipedia.org/wiki/Emergency_Committee_of_South_Australia,,,,New party formed in 1931.,,
1905,33,40,NAT,Nationalist Party of Australia,Nationalist Party of Australia,Nationalist Party of Australia,,http://en.wikipedia.org/wiki/Nationalist_Party_of_Australia,1917-02-07,1931-07-01,,,,
